que_id,que_q,que_a
379,凭前置学历申请免考自学考试课程规定是什么,国家承认学历的各类高等学校及自学考试专科以上（含专科）的毕业生（及肄业生、退学生）报考自学考试，根据有关规定，可申请免考已学过并考试成绩合格的有关课程。本科结业可视同专科学历，可使用结业的合格成绩办理专科层次课程的免考。
380,凭前置学历申请免考自学考试课程规定有哪些,国家承认学历的各类高等学校及自学考试专科以上（含专科）的毕业生（及肄业生、退学生）报考自学考试，根据有关规定，可申请免考已学过并考试成绩合格的有关课程。本科结业可视同专科学历，可使用结业的合格成绩办理专科层次课程的免考。
381,对于凭前置学历申请免考自学考试课程，有哪些具体规定,国家承认学历的各类高等学校及自学考试专科以上（含专科）的毕业生（及肄业生、退学生）报考自学考试，根据有关规定，可申请免考已学过并考试成绩合格的有关课程。本科结业可视同专科学历，可使用结业的合格成绩办理专科层次课程的免考。
382,如何通过前置学历申请免考自学考试课程？需要遵守哪些规定,国家承认学历的各类高等学校及自学考试专科以上（含专科）的毕业生（及肄业生、退学生）报考自学考试，根据有关规定，可申请免考已学过并考试成绩合格的有关课程。本科结业可视同专科学历，可使用结业的合格成绩办理专科层次课程的免考。
383,如何办理凭前置学历免考手续？,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
384,怎么办理凭前置学历免考手续,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
385,凭前置学历免考手续怎么办理,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
386,凭前置学历免考手续如何办理,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
387,凭前置学历免考手续办理,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
388,凭前置学历免考手续应该如何办理,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
389,办理凭前置学历免考手续的具体步骤是什么,考生登录广东省自学考试管理系统，通过考籍管理模块中的凭前置学历申请免考功能提交申请后，向当地县（区）考办提交身份证、毕业证书和完整成绩表的原件及复印件。如成绩表是从本人档案中复印的，档案所在单位人事部门须在复印件上签署意见，并加盖公章。如成绩表是从原毕业学校复印的，须由原毕业学校教务处在复印件上签署意见，并加盖公章。考生提交材料并经市考办审核通过30个工作日后，可登录系统查询办理结果。
